car,price,expirience,carAge,gender,ownershipType,vehicleClass,annualMileage,frequencyLevel
90,1.987,8,3.13,0,0,0,25.14,2
91,0.340,16,2.38,1,0,1,16.45,2
27,0.283,3,2.58,0,0,1,60.35,1
3,1.754,6,1.75,0,0,0,3.76,2
47,0.587,1,3.97,1,0,2,36.81,1
90,3.387,1,6.03,0,0,2,11.70,0
63,0.679,2,2.98,1,0,2,28.98,1
11,1.347,3,2.45,0,0,2,58.67,1
66,0.287,8,4.39,0,0,0,7.61,2
14,1.340,1,8.69,0,0,0,28.35,0
17,1.488,15,0.19,0,0,0,34.39,2
54,3.037,3,2.64,0,0,2,39.93,1
73,0.586,24,7.49,1,0,1,20.28,2
21,1.960,7,1.88,0,0,0,62.55,2
51,0.303,21,1.95,0,0,0,29.96,2
86,0.345,13,5.55,0,0,0,34.71,2
89,1.842,11,2.40,0,0,1,45.66,2
29,1.192,1,1.47,1,0,0,19.05,1
88,1.961,6,4.93,1,1,0,10.01,2
64,0.735,7,10.12,1,0,0,3.57,2
37,1.065,4,2.81,0,0,2,14.72,1
74,0.248,11,5.04,0,0,1,6.27,2
64,1.682,5,4.84,0,0,3,26.87,2
50,1.289,14,2.82,0,0,2,25.87,2
52,0.822,1,0.90,0,1,2,46.69,0
47,1.487,4,4.89,0,0,2,23.97,1
30,0.311,5,0.75,0,0,1,26.06,2
41,1.108,6,2.90,0,0,1,29.07,2
91,0.369,8,0.36,0,0,2,3.06,2
22,0.199,0,0.40,0,0,2,7.70,0
42,2.389,15,4.94,0,0,2,86.34,2
65,0.810,1,5.20,1,0,0,7.38,1
87,1.995,13,6.00,1,1,2,39.61,2
39,0.442,1,4.85,1,0,0,9.28,1
33,1.373,12,4.87,0,0,2,36.64,2
7,0.572,8,5.36,0,1,0,20.35,2
70,2.837,14,7.72,0,0,0,52.41,2
59,3.090,5,0.76,1,0,3,13.25,1
6,1.943,2,3.68,1,0,1,36.17,1
59,0.470,5,4.59,1,0,2,28.04,2
48,2.187,5,1.26,0,0,1,46.00,0
11,0.286,9,1.92,0,0,0,19.23,2
24,1.045,10,6.27,0,1,0,23.31,2
71,0.927,6,1.12,0,0,2,29.99,2
85,0.380,5,1.19,0,0,2,45.50,2
83,2.641,10,6.47,0,0,0,66.77,2
30,0.653,9,5.45,0,0,2,23.50,2
89,1.457,12,2.24,1,1,0,33.87,2
34,2.186,17,0.03,1,1,0,15.39,2
85,0.421,18,4.77,0,0,0,71.49,2
4,1.090,6,3.58,0,0,2,16.12,2
57,1.327,8,1.02,0,0,0,21.87,2
91,0.704,15,0.05,0,0,1,96.88,2
54,0.565,15,0.30,0,0,0,22.68,2
1,2.325,9,4.76,0,0,2,24.59,2
14,1.007,0,1.10,0,0,0,8.27,0
50,1.107,1,2.54,0,1,2,23.46,0
34,0.278,22,5.68,0,0,0,56.88,2
49,1.583,22,4.44,0,0,0,12.79,2
42,1.499,21,0.40,0,0,0,44.05,2
50,1.430,23,1.02,1,0,0,11.41,2
51,0.274,16,1.29,0,1,0,59.46,2
40,1.360,6,0.11,1,0,2,37.61,2
13,2.142,4,5.20,1,0,1,38.97,1
51,1.271,14,3.12,0,1,1,82.40,2
39,1.689,12,2.46,1,0,2,8.76,2
19,0.660,3,0.67,1,0,0,34.64,1
76,3.202,4,1.79,0,0,0,6.59,1
1,0.381,4,1.79,1,0,0,24.15,1
7,1.459,19,4.97,0,1,2,74.33,2
32,0.426,9,4.66,0,0,0,3.07,2
26,1.605,12,1.03,0,0,2,50.72,2
70,1.016,2,9.74,0,0,3,25.71,0
94,2.997,14,2.27,1,0,2,8.17,2
87,0.429,6,2.02,0,0,0,5.61,2
83,0.397,9,2.16,0,0,0,32.90,2
46,1.812,24,4.87,0,0,0,42.49,2
22,1.821,12,7.08,0,0,0,26.67,2
55,0.736,29,2.25,0,0,2,28.28,2
28,0.627,26,3.91,1,0,0,5.28,2
14,1.511,6,4.20,0,0,2,85.09,1
84,0.758,0,8.99,1,0,0,43.31,0
91,2.653,2,1.08,0,0,0,42.89,0
63,0.374,6,6.26,0,1,0,62.17,1
61,1.150,20,1.23,0,0,0,8.91,2
6,0.468,3,3.98,1,0,0,23.62,1
1,1.024,9,2.03,1,0,2,21.17,2
27,1.339,10,1.20,0,0,2,33.69,2
25,2.285,14,10.08,0,1,1,30.25,2
70,2.892,1,5.11,0,0,0,47.19,0
17,0.545,9,1.54,1,0,2,25.37,0
81,0.791,3,5.33,0,0,0,51.36,1
90,0.258,11,2.77,0,0,2,53.62,2
87,1.163,11,1.14,0,0,2,35.34,2
34,1.929,16,5.92,0,0,0,26.57,2
75,1.232,8,1.13,1,0,0,33.30,2
60,0.162,15,4.15,0,1,0,43.28,2
10,0.160,8,6.09,1,0,2,101.52,1
89,1.302,14,2.66,1,1,3,8.67,2
0,0.984,12,6.63,0,0,2,30.05,2
42,1.306,3,0.86,0,0,0,11.68,2
32,1.295,12,4.82,0,0,0,24.08,2
21,1.296,2,5.44,0,0,2,25.64,0
42,2.185,16,4.42,0,0,0,42.80,2
33,3.080,16,1.88,1,0,1,24.83,2
80,2.703,6,5.17,1,0,1,66.11,1
30,1.333,6,1.80,1,0,0,31.34,2
84,1.493,18,4.93,0,0,0,5.73,2
42,0.462,17,2.43,0,0,0,10.50,2
93,0.173,0,3.82,1,0,2,23.56,0
1,0.228,10,7.25,0,0,0,43.26,2
54,0.880,15,0.64,0,0,0,3.30,2
82,0.487,13,7.44,0,0,0,7.13,2
83,0.874,17,0.44,0,0,0,38.36,2
85,0.504,2,3.73,0,0,3,46.07,0
77,3.408,1,0.19,0,0,2,18.15,0
49,0.497,8,0.14,1,0,2,58.59,2
12,1.153,0,1.20,0,0,0,22.22,0
13,0.949,6,3.66,1,1,0,47.34,2
78,1.012,23,5.22,0,0,1,6.93,2
92,0.648,14,1.76,0,1,0,42.22,2
20,1.226,10,3.74,0,0,1,39.90,2
36,0.253,1,2.01,0,0,2,29.64,0
16,3.136,3,0.21,0,0,1,61.18,1
27,2.166,6,2.45,0,0,0,41.96,2
88,0.364,2,4.68,1,1,2,3.59,0
89,0.365,20,4.22,0,1,2,15.93,2
49,0.180,12,1.17,1,0,0,58.73,2
92,1.389,1,1.34,0,0,0,23.29,0
45,3.072,19,7.65,0,0,2,16.15,2
47,0.469,7,0.09,0,0,1,36.41,2
7,1.197,18,4.53,0,0,1,58.81,2
89,0.679,18,3.32,0,0,0,35.42,2
25,1.776,22,4.84,1,0,1,36.83,2
69,3.181,7,6.36,1,0,1,11.61,1
37,1.753,5,5.07,1,0,0,47.92,1
31,0.200,21,1.22,1,0,3,11.17,2
21,0.753,15,3.51,1,0,2,37.95,2
0,1.893,1,2.52,0,0,3,32.95,0
0,1.222,1,1.31,1,0,2,22.96,1
63,1.967,17,3.81,0,1,1,62.67,1
50,0.646,4,2.45,1,0,0,64.11,1
6,0.955,4,3.02,0,0,0,18.72,1
11,1.576,5,5.69,1,0,1,35.77,1
94,0.500,7,1.18,0,0,0,15.16,2
27,0.353,20,0.15,1,0,2,27.53,2
73,0.513,0,4.67,0,0,0,64.09,0
78,2.150,2,5.30,0,0,2,57.82,0
8,2.576,1,0.94,0,0,3,44.40,0
33,0.940,12,2.01,1,0,2,40.95,2
54,0.327,11,6.46,0,0,0,54.58,2
82,1.059,5,1.04,0,0,1,22.67,2
61,2.759,1,0.29,1,0,0,40.25,0
20,1.797,7,4.95,0,0,2,15.97,2
14,0.862,2,3.24,0,0,0,36.79,0
63,2.195,1,2.13,1,0,0,22.33,0
19,0.948,1,1.23,0,0,0,18.50,0
29,1.517,29,3.87,1,0,2,42.60,2
13,0.563,2,1.92,0,0,0,55.70,0
66,1.500,6,3.43,0,0,2,36.12,2
19,0.646,12,6.06,0,0,0,34.96,2
56,0.334,6,0.70,1,0,0,4.25,2
53,4.083,23,4.86,0,0,2,5.10,2
14,1.175,6,8.35,0,0,0,50.07,1
0,0.319,5,3.28,0,1,0,10.68,2
29,0.707,13,7.09,1,0,0,12.48,2
50,0.516,16,5.74,0,0,0,48.67,2
62,1.314,14,3.56,0,1,2,24.35,2
63,1.657,10,2.38,0,0,0,51.15,2
88,2.564,14,2.53,1,0,0,21.88,2
57,0.738,8,0.58,0,0,2,18.31,2
2,0.564,18,0.49,0,0,1,39.94,2
89,1.141,19,2.14,0,0,0,36.45,2
7,0.622,8,0.04,1,0,0,13.14,2
44,2.469,24,3.43,0,1,2,19.13,2
66,3.289,3,2.47,0,1,0,18.62,1
35,2.707,11,2.84,0,0,0,46.64,2
80,2.068,20,1.81,0,0,1,46.29,2
51,2.448,14,6.02,0,0,1,36.47,2
92,0.864,1,3.72,0,0,2,40.20,0
42,1.032,0,0.06,0,1,0,38.14,0
61,2.094,2,0.42,0,1,2,21.04,0
18,0.790,18,5.82,0,0,0,22.26,2
55,0.159,2,5.29,0,0,1,9.56,0
17,1.988,21,5.10,1,0,0,23.89,2
53,1.691,11,1.78,0,0,0,9.31,2
51,0.152,19,1.25,0,0,0,43.28,2
12,2.323,15,1.01,1,0,0,20.67,2
91,2.113,3,6.23,0,0,0,33.13,1
37,0.437,24,5.83,0,0,2,57.85,2
81,0.888,3,1.98,1,0,2,58.08,0
12,0.686,19,8.45,0,0,2,20.53,2
77,2.313,6,6.70,1,0,2,67.24,1
51,0.985,7,1.38,0,0,2,12.98,2
37,0.453,5,0.71,1,0,0,34.39,2
18,2.787,17,0.00,0,0,2,7.35,2
68,0.752,19,4.84,0,0,0,41.90,2
31,0.490,2,2.21,0,0,2,21.64,0
39,1.130,11,0.21,1,0,2,13.00,2
0,1.296,2,6.94,0,0,1,34.05,0
48,1.138,15,0.75,0,0,0,49.62,2
3,0.655,5,5.26,0,0,0,29.57,2
80,0.407,16,4.66,0,0,0,47.71,2
81,1.666,19,1.22,0,0,2,39.65,2
88,0.502,2,0.72,1,0,0,39.01,0
18,1.218,12,2.96,0,0,1,13.57,2
75,1.059,1,4.12,1,0,0,58.06,0
44,0.707,12,4.14,0,0,0,36.75,2
69,0.650,1,3.06,0,1,0,14.31,0
66,0.970,12,3.65,1,0,0,14.18,2
60,0.818,17,0.56,0,0,0,90.34,2
88,1.444,5,3.39,0,1,0,35.90,2
74,1.180,18,1.68,0,0,0,4.67,2
37,0.285,19,2.77,0,0,2,24.44,2
88,0.213,13,4.46,0,1,2,21.29,2
68,1.328,9,1.65,0,0,1,18.81,2
0,0.584,12,5.71,0,0,0,26.13,2
60,0.306,2,0.05,1,0,2,12.01,0
85,0.219,12,5.12,1,1,0,46.89,2
81,0.302,20,0.56,0,1,0,16.97,2
72,0.519,18,4.50,1,0,0,10.10,2
93,1.837,1,7.77,0,0,0,12.13,0
57,1.951,2,2.81,0,0,1,65.92,0
21,0.460,16,1.86,0,1,3,13.01,2
94,4.005,11,3.11,1,0,2,95.39,2
56,4.904,2,7.16,1,0,0,10.01,1
10,1.643,15,1.97,1,0,1,5.23,2
37,0.283,19,0.09,0,0,1,6.77,2
2,0.223,19,5.61,0,0,0,39.53,2
42,0.202,16,0.99,1,1,0,52.09,2
9,2.100,13,0.77,0,1,0,64.28,2
64,0.317,2,3.86,0,0,2,67.73,0
31,0.523,13,4.34,1,0,2,31.05,2
81,1.912,4,1.32,0,0,0,74.07,1
93,0.805,0,3.49,0,0,2,22.44,0
16,0.673,6,6.34,0,0,1,39.84,1
49,1.145,23,3.19,0,0,2,23.36,2
5,2.589,9,1.76,0,0,0,60.91,2
77,0.218,7,7.64,0,0,2,12.89,2
54,0.428,12,5.07,0,0,2,18.32,2
25,1.949,1,3.45,1,0,0,35.63,0
57,0.567,13,5.70,0,0,2,67.65,2
86,1.207,3,6.04,0,0,2,40.90,1
90,0.931,4,3.84,0,0,0,9.72,1
52,0.817,2,0.51,1,0,3,29.98,0
59,1.363,17,1.98,1,0,0,23.91,2
48,1.854,1,1.32,0,0,0,15.77,0
80,0.284,1,1.37,1,0,2,34.65,0
29,0.773,5,7.91,0,0,3,88.15,1
26,1.044,14,1.17,0,0,0,45.16,2
51,2.111,5,4.95,0,0,0,12.81,2
1,0.640,7,5.92,0,0,3,90.77,1
67,1.171,2,3.49,0,0,1,14.41,0
6,0.765,21,2.81,0,0,2,29.34,2
74,2.326,6,3.12,0,1,2,40.04,2
0,0.896,3,3.09,0,0,1,20.90,1
33,1.173,16,2.54,0,0,3,21.55,2
22,0.912,7,0.21,0,0,1,77.33,2
48,1.726,17,2.32,0,1,2,76.79,2
6,0.973,7,2.81,0,0,2,46.15,2
43,1.137,8,7.31,0,0,0,57.56,1
11,2.574,0,2.21,1,0,0,9.52,0
89,0.827,23,1.39,0,0,2,46.64,2
92,2.051,14,0.54,0,0,2,41.17,2
52,0.224,11,2.36,1,0,2,97.99,2
65,1.525,11,3.28,0,0,1,18.12,2
54,0.915,4,8.16,0,0,0,64.80,1
61,1.309,10,3.18,0,0,0,20.04,2
31,1.894,1,4.23,0,0,3,46.84,0
76,0.608,14,2.39,0,0,2,104.13,2
94,4.431,12,5.55,1,0,2,36.32,2
76,1.290,0,0.13,0,0,1,55.51,0
24,0.436,9,3.06,1,0,3,7.30,2
40,1.048,12,5.07,1,0,1,78.75,2
30,0.568,15,4.84,0,0,0,7.12,2
18,4.139,12,5.39,0,0,0,40.74,2
70,0.190,3,4.06,0,0,0,35.82,1
54,2.142,2,1.28,0,1,2,55.30,0
30,0.202,8,8.20,1,0,1,20.88,2
9,1.231,0,5.64,0,0,2,17.22,0
39,1.861,3,4.06,0,0,2,68.70,1
29,1.967,1,0.26,0,0,0,38.88,0
30,0.845,17,2.58,0,1,0,33.16,2
56,0.635,13,1.51,0,0,0,28.05,2
58,0.865,15,6.65,0,0,0,38.79,2
43,2.467,1,8.21,1,0,0,9.65,1
82,1.880,21,3.38,1,1,0,48.83,2
64,0.357,9,0.38,1,0,0,27.03,2
45,2.195,26,4.45,0,1,2,15.87,2
85,1.785,8,2.22,0,0,2,11.43,2
68,0.901,9,0.71,0,1,1,28.29,0
19,0.663,17,4.62,0,0,0,17.74,2
7,0.968,3,4.79,1,0,1,16.13,1
6,1.019,22,0.21,0,0,2,10.19,2
1,1.447,11,3.56,1,0,1,65.84,2
63,1.445,1,5.94,1,0,2,64.07,1
67,1.961,22,4.87,0,0,2,89.14,2
57,3.394,11,9.65,0,0,0,39.38,2
82,0.323,10,4.25,0,0,2,50.91,2
92,2.739,4,1.25,0,1,0,54.34,1
7,0.984,1,0.86,0,0,2,17.92,0
33,1.498,3,3.43,1,0,0,37.29,1
79,1.084,21,3.41,1,1,1,9.23,2
42,2.029,16,4.77,0,0,0,33.75,2
90,0.481,4,4.61,1,0,0,32.51,1
54,0.499,0,8.00,0,0,1,14.09,0
68,3.298,1,0.11,1,0,0,27.47,0
15,0.840,6,2.64,0,1,0,46.48,2
47,1.226,1,3.07,0,0,3,36.39,0
70,2.203,7,5.41,0,0,1,27.55,2
60,0.857,0,3.71,1,0,1,18.95,0
53,1.005,11,1.45,0,1,0,35.01,2
19,0.337,2,4.17,1,0,1,44.70,1
91,0.665,18,0.92,1,0,0,18.59,2
16,3.547,10,1.88,0,0,2,65.77,2
47,0.412,9,7.67,0,1,1,12.34,2
27,0.587,15,1.54,0,0,0,3.75,2
28,1.915,17,6.13,0,0,1,29.92,2
14,0.415,8,1.03,0,1,2,17.25,2
15,1.019,9,0.97,0,0,1,15.36,2
69,2.926,12,3.28,0,0,0,20.17,2
48,1.636,25,7.44,0,0,1,75.72,2
71,1.797,14,4.60,0,0,0,30.46,2
20,1.840,10,2.47,0,0,1,26.11,2
76,1.488,13,7.11,0,0,0,57.00,2
4,0.565,12,0.50,0,0,1,35.81,2
80,2.160,18,8.74,1,0,0,24.64,2
65,0.415,8,1.90,1,0,3,8.11,2
31,1.136,11,3.76,0,0,3,31.38,2
83,0.299,2,0.76,0,0,1,37.29,0
15,0.405,13,2.76,0,0,0,55.35,2
60,1.653,12,2.44,0,1,0,5.52,2
48,0.571,10,0.17,0,1,3,88.61,2
52,1.092,0,4.22,1,0,0,4.31,0
20,0.545,13,8.12,0,0,0,6.14,2
94,1.779,4,4.39,0,0,0,90.34,1
69,3.241,20,7.23,0,0,3,24.23,2
5,0.954,17,3.57,0,0,0,18.04,2
55,0.990,6,3.26,0,0,0,67.11,1
22,1.453,12,7.54,1,0,0,32.39,2
60,2.673,1,4.49,0,0,2,33.89,1
44,0.798,16,1.98,0,0,0,12.81,2
15,1.825,16,2.24,0,0,1,52.22,2
37,0.948,13,1.94,0,1,1,13.36,2
29,1.893,8,0.14,0,0,0,3.30,2
92,0.377,7,4.81,1,0,2,9.11,2
28,0.794,9,3.92,0,0,2,69.28,1
1,1.329,11,5.25,0,0,2,40.13,2
37,0.755,0,0.28,1,0,1,96.99,0
56,0.380,18,2.17,0,0,0,17.99,2
59,1.503,7,8.99,1,0,2,32.54,1
42,1.425,4,0.27,0,0,0,41.17,1
42,0.969,5,2.18,0,1,0,10.42,2
72,1.428,11,7.66,0,0,0,61.51,2
15,1.394,10,6.05,0,0,1,6.08,2
17,1.546,1,1.13,1,1,0,17.11,0
39,3.936,2,6.71,1,0,0,39.65,1
77,0.614,14,6.30,0,0,2,5.97,2
6,1.944,20,9.47,0,0,1,9.15,2
62,2.273,0,9.09,0,0,3,77.18,0
91,0.627,2,3.44,0,0,2,69.75,0
8,1.676,7,5.42,0,0,3,57.37,1
84,1.676,18,0.98,0,0,1,36.56,2
59,1.359,13,3.92,0,0,0,68.39,2
48,1.657,0,4.94,0,0,3,86.63,0
65,0.754,12,3.28,1,0,1,45.45,2
9,1.101,17,3.23,0,0,1,53.80,2
19,0.366,9,1.50,0,0,2,45.63,2
44,1.488,3,2.80,0,0,1,41.93,1
61,2.891,17,2.68,1,0,2,36.52,2
7,1.923,10,2.70,0,0,3,59.31,2
8,0.364,12,0.58,0,0,2,58.25,2
30,1.171,3,4.88,1,0,3,22.25,1
5,0.326,3,1.03,0,0,2,48.11,1
90,2.079,2,6.51,1,0,2,30.92,1
36,0.204,0,1.46,1,0,2,31.97,0
34,0.966,4,1.86,0,0,3,3.96,2
52,0.920,16,4.11,0,1,0,9.68,2
64,0.896,8,4.37,0,0,0,56.15,1
80,2.260,11,10.92,0,0,1,31.97,2
94,0.806,10,2.56,1,0,1,47.46,2
67,1.000,14,3.25,0,0,0,42.60,2
31,1.264,2,3.04,1,1,0,39.85,0
83,0.635,21,3.58,1,0,1,12.08,2
21,2.534,4,1.84,1,1,1,49.82,1
94,2.489,14,2.79,0,0,2,32.97,2
87,0.815,2,2.61,0,0,0,52.37,0
86,1.058,12,8.24,1,0,0,36.07,2
42,1.751,2,3.04,0,0,0,40.92,0
63,0.352,5,4.04,1,0,2,34.62,2
66,1.087,3,4.93,0,0,2,80.77,2
70,2.280,25,2.58,0,0,0,63.89,2
7,0.611,2,1.02,0,0,0,34.91,0
31,1.738,20,0.69,1,0,1,23.46,2
29,0.600,11,6.79,0,0,0,29.42,2
72,2.930,4,3.42,1,1,0,11.48,1
42,1.424,26,3.45,0,0,0,31.32,2
94,0.688,20,4.63,0,0,0,47.46,2
67,2.957,12,4.08,0,0,2,60.22,2
16,0.603,4,2.82,0,0,0,64.62,1
6,0.162,11,6.97,0,0,0,33.40,2
76,0.357,14,5.78,0,0,2,69.76,2
11,2.555,14,4.03,1,0,3,13.88,2
11,0.295,15,3.95,0,1,2,40.45,2
47,0.216,5,11.00,0,0,2,8.37,2
78,1.779,9,5.96,0,0,1,56.10,1
65,2.790,10,4.45,1,0,2,50.64,2
30,1.189,14,7.43,1,0,2,22.35,2
57,2.657,17,4.79,1,0,3,17.69,2
53,3.493,2,1.70,0,0,2,6.51,0
25,1.276,19,0.35,1,0,2,60.75,2
22,1.124,13,4.48,0,0,0,30.15,2
84,0.997,9,4.39,0,0,2,38.49,2
63,2.281,11,1.68,1,0,0,65.14,2
59,0.397,10,8.04,0,0,3,24.46,2
59,3.361,2,8.91,0,0,2,21.81,0
18,1.118,13,3.29,0,1,0,62.96,2
85,0.319,9,0.46,1,1,0,44.93,2
78,1.770,4,3.37,1,0,0,16.84,1
0,3.180,0,0.30,1,1,2,29.09,0
40,1.588,0,3.83,0,0,3,21.23,0
47,0.440,5,5.55,0,0,2,77.49,1
14,0.163,4,1.88,1,0,0,63.28,1
87,2.666,3,6.09,0,0,0,58.01,1
32,0.425,6,4.26,0,0,2,39.61,2
5,0.504,7,2.96,1,0,1,61.98,2
63,3.559,14,1.84,0,0,0,37.22,2
37,0.194,22,3.28,0,0,0,6.32,2
81,2.709,2,3.91,1,0,0,33.95,1
33,0.540,1,0.03,1,0,0,26.57,0
26,0.303,3,0.98,0,0,0,40.23,1
87,2.722,1,4.79,0,0,0,26.77,0
10,0.980,2,1.39,1,0,2,35.76,0
25,0.529,3,3.56,0,0,2,38.77,1
66,0.756,11,1.92,1,0,0,49.77,2
53,0.824,16,3.83,1,0,2,48.36,2
21,2.396,34,6.85,0,0,0,23.01,2
43,0.889,4,7.20,0,0,2,81.93,1
32,1.822,2,2.43,0,0,0,16.13,0
22,1.129,7,7.12,1,0,0,47.00,1
33,1.278,26,1.07,1,0,1,39.43,0
65,0.765,16,4.35,0,0,0,52.08,2
29,0.929,21,2.63,1,0,2,10.05,2
53,1.904,1,1.86,1,0,0,25.07,1
54,1.275,14,6.12,0,1,2,26.01,2
79,2.066,2,1.35,0,0,0,42.07,0
23,0.864,7,1.18,1,0,0,24.62,2
31,0.404,14,1.57,0,0,0,68.60,2
23,0.720,1,2.25,0,1,0,50.71,0
84,1.384,18,0.56,0,0,2,42.12,2
88,1.676,24,1.76,0,0,1,47.92,2
43,1.820,11,0.00,0,0,1,28.32,2
4,1.694,21,0.74,1,0,0,16.89,2
32,2.279,5,7.83,0,0,2,46.95,1
88,0.922,18,2.25,0,1,0,25.54,2
22,0.441,11,4.14,1,0,2,32.86,2
43,0.734,4,0.81,1,0,3,29.28,1
79,1.005,6,3.98,0,0,0,14.39,2
79,0.602,0,6.14,0,1,0,26.96,0
67,1.445,4,5.59,0,0,3,61.25,1
72,1.975,5,0.64,0,0,2,16.70,2
28,2.615,20,7.93,0,0,3,27.26,2
21,1.322,30,7.43,0,0,0,30.87,2
74,1.439,18,7.79,1,1,0,70.45,2
28,0.592,25,0.05,0,0,2,50.77,2
72,3.190,7,4.00,0,0,0,6.84,1
69,2.483,17,1.81,1,0,0,42.07,2
91,1.922,5,9.58,1,0,0,22.84,2
80,0.326,26,1.30,0,0,0,43.50,2
63,1.474,12,6.29,0,0,2,18.52,2
24,0.430,2,1.23,0,0,3,8.69,0
20,1.591,10,3.51,0,0,2,73.70,2
63,3.093,6,0.23,1,1,2,74.24,1
93,1.834,23,1.66,0,0,2,76.96,2
90,2.226,26,5.24,1,0,2,44.65,2
7,0.229,12,1.13,1,0,2,12.12,2
17,3.884,2,5.41,1,0,0,15.19,1
27,0.698,5,0.67,0,0,2,26.18,2
11,1.060,15,2.20,1,0,2,39.49,2
10,0.832,15,2.31,1,0,0,5.81,2
9,0.467,12,0.60,0,0,0,59.11,2
61,2.511,2,1.60,0,0,0,23.97,0
41,0.924,1,5.21,1,0,2,13.00,1
73,0.716,13,4.76,0,0,0,53.05,2
69,0.968,8,0.43,0,0,0,45.76,2
88,0.419,16,6.44,0,0,0,46.87,2
66,0.634,4,0.27,0,1,2,46.54,1
8,0.210,15,9.53,1,0,3,14.58,2
82,3.331,14,0.12,0,0,3,10.80,2
70,0.637,12,1.94,1,1,3,3.16,2
55,0.392,12,6.23,0,0,2,17.65,1
92,0.952,0,3.36,1,0,2,61.48,0
47,0.429,0,0.49,1,0,0,57.01,0
80,0.708,10,4.07,1,0,0,56.88,2
68,2.663,3,0.98,0,0,0,22.63,1
15,0.600,19,2.68,1,0,0,25.38,2
84,3.161,2,1.85,1,0,0,4.32,0
10,1.396,6,3.68,0,0,2,29.57,2
2,1.743,10,2.54,0,0,1,40.54,2
13,0.837,16,7.10,0,0,2,19.11,2
84,0.427,19,0.09,0,1,2,61.71,2
67,0.662,7,4.07,0,0,1,29.60,2
62,1.367,27,4.57,0,0,0,5.64,2
77,0.604,14,5.26,0,0,2,36.28,2
93,0.204,7,0.45,0,0,1,81.42,2
22,2.104,9,2.92,0,0,0,37.38,2
9,1.209,16,0.89,0,0,2,29.15,2
85,0.561,12,4.77,1,1,0,7.23,2
63,1.520,11,4.47,1,0,0,36.18,2
88,2.111,3,2.58,0,0,0,12.91,1
7,0.921,17,2.36,0,0,0,8.19,2
29,0.672,4,4.44,0,1,2,26.68,1
64,0.164,9,0.69,0,0,0,61.20,2
28,2.780,3,2.99,0,0,0,66.44,1
48,1.620,5,5.64,0,0,2,8.76,2
59,1.810,8,0.64,1,0,2,9.37,2
72,0.372,12,9.59,1,0,0,22.72,2
2,1.775,8,1.88,0,0,0,34.32,2
17,1.124,16,0.87,0,0,0,62.82,2
20,0.352,11,5.47,0,0,2,42.16,2
50,1.731,6,2.62,1,0,0,25.22,2
7,1.656,23,6.30,1,0,2,48.30,2
84,1.369,19,0.07,0,0,2,6.70,2
44,1.604,11,9.18,0,0,0,27.41,2
82,1.478,5,6.95,1,0,0,53.80,1
24,2.087,15,6.11,1,0,0,24.08,2
46,0.400,2,2.97,0,0,1,36.64,0
45,0.593,5,0.50,0,0,1,63.23,2
26,3.255,20,2.10,0,0,0,38.56,2
10,0.382,1,2.87,1,0,2,26.39,1
2,1.459,4,4.18,1,0,0,19.91,1
19,1.668,3,9.47,1,0,0,33.34,1
37,0.906,19,3.92,0,1,0,51.84,2
22,0.885,21,3.68,0,0,0,9.94,2
36,3.314,7,1.39,1,1,0,64.14,1
8,1.977,22,3.95,0,0,2,3.38,2
5,0.526,8,1.75,0,0,2,25.09,2
46,0.346,5,9.88,1,0,1,57.40,1
61,0.390,6,4.63,0,0,0,34.89,2
89,0.697,13,1.60,1,0,0,56.81,2
57,0.387,7,4.59,0,0,2,87.21,0
5,0.283,0,1.68,1,0,2,51.35,0
88,2.553,2,0.27,0,0,2,57.73,0
7,1.479,14,4.25,0,0,2,35.82,2
49,2.657,17,5.64,0,0,3,27.00,2
53,0.219,12,1.47,0,0,0,73.66,2
89,2.584,3,7.34,1,0,0,38.31,1
0,2.086,6,2.14,1,0,2,36.93,2
28,0.939,4,6.37,1,0,0,11.64,1
62,3.580,3,1.91,0,1,0,35.37,1
66,2.664,14,4.63,1,0,2,30.10,2
50,1.837,2,4.52,0,1,0,55.81,0
6,2.734,22,0.89,0,0,2,74.71,2
27,2.407,14,1.06,1,0,0,29.81,2
83,2.214,0,1.06,0,0,3,43.58,0
34,0.449,13,0.55,0,0,2,60.09,2
12,1.193,7,4.82,0,0,3,46.04,2
27,1.449,4,2.76,0,0,0,8.67,2
60,3.237,7,3.11,0,0,0,54.36,1
32,2.739,3,0.75,1,0,0,41.68,1
17,0.453,6,1.69,0,0,1,12.81,2
76,3.648,17,3.40,0,0,2,40.64,2
25,0.191,1,1.75,0,0,1,46.64,0
14,1.045,4,5.53,0,0,3,55.14,1
31,0.936,9,3.94,1,0,0,42.23,2
59,0.872,0,3.66,0,0,3,10.30,0
35,0.329,7,2.83,0,0,0,13.83,2
80,2.224,4,0.28,0,0,0,16.67,1
38,0.369,19,4.27,0,0,0,9.86,2
1,1.890,2,7.03,0,0,2,14.10,0
24,2.613,13,2.13,1,0,0,59.75,2
31,1.295,0,6.01,0,0,1,39.32,0
18,2.028,16,0.08,0,0,1,67.04,2
49,0.358,12,0.80,0,0,0,28.58,2
56,0.737,6,1.75,1,0,3,45.13,2
21,1.683,3,1.85,0,1,3,46.03,1
42,0.287,15,2.00,0,0,0,29.69,2
41,1.892,9,4.45,0,0,2,21.70,2
25,0.425,1,0.23,0,0,0,35.91,0
59,0.185,1,3.76,1,0,1,19.00,1
78,2.627,22,1.55,0,0,0,12.83,2
